Id,SessionId,Timestamp,Latitude,Longitude,Speed,Level,Qual,CellID,NetworkTech,NetworkMode,LTERSSI,CGI,SERVINGTIME,BAND,Outage,RTT_ms,drive_id,Destination,common_s_m,common_bucket_index,common_bucket_center_m,bucket_name,is_handover
ID-1759986234082-005,session-245072ed,2025-10-09 07:03:54.083,48.2178283,17.0315983,37.40280647277832,-100.0,-11.0,2893865.0,4G,LTE,-89.0,231-01-21006-2893865,78297.0,1.0,False,42,2,Bratislava,966.2848570470372,1,750.0,b2,0
ID-1759986235084-006,session-245072ed,2025-10-09 07:03:55.084,48.2177467,17.0316683,39.285454559326176,-100.0,-11.0,2893865.0,4G,LTE,-89.0,231-01-21006-2893865,79298.0,1.0,False,63,2,Bratislava,955.8387781475705,1,750.0,b2,0
ID-1759986236086-007,session-245072ed,2025-10-09 07:03:56.086,48.217665,17.0317367,40.63814277648926,-100.0,-11.0,2893865.0,4G,LTE,-89.0,231-01-21006-2893865,80300.0,1.0,False,55,2,Bratislava,945.439335920128,1,750.0,b2,0
ID-1759986237088-008,session-245072ed,2025-10-09 07:03:57.088,48.2175767,17.0318083,41.00688858032227,-100.0,-11.0,2893865.0,4G,LTE,-89.0,231-01-21006-2893865,81302.0,1.0,False,43,2,Bratislava,934.6450939660278,1,750.0,b2,0
ID-1759986238090-009,session-245072ed,2025-10-09 07:03:58.091,48.2174817,17.0318883,41.78700370788575,-100.0,-11.0,2893865.0,4G,LTE,-89.0,231-01-21006-2893865,82304.0,1.0,False,59,2,Bratislava,922.5396656946764,1,750.0,b2,0
ID-1759986239095-010,session-245072ed,2025-10-09 07:03:59.096,48.2173933,17.0319567,40.99577178955078,-100.0,-11.0,2893865.0,4G,LTE,-89.0,231-01-21006-2893865,83310.0,1.0,False,46,2,Bratislava,911.165717649209,1,750.0,b2,0
ID-1759986240101-011,session-245072ed,2025-10-09 07:04:00.102,48.217305,17.0320283,40.05629997253418,-100.0,-11.0,2893865.0,4G,LTE,-89.0,231-01-21006-2893865,84316.0,1.0,False,46,2,Bratislava,900.0087043356604,1,750.0,b2,0
ID-1759986241105-012,session-245072ed,2025-10-09 07:04:01.106,48.21722,17.0320917,37.60478324890137,-100.0,-11.0,2893865.0,4G,LTE,-89.0,231-01-21006-2893865,85319.0,1.0,False,69,2,Bratislava,889.4146198803668,1,750.0,b2,0
ID-1759986242107-013,session-245072ed,2025-10-09 07:04:02.107,48.2171333,17.03215,37.19156341552735,-100.0,-11.0,2893865.0,4G,LTE,-89.0,231-01-21006-2893865,86321.0,1.0,False,35,2,Bratislava,878.885647975832,1,750.0,b2,0
ID-1759986243108-014,session-245072ed,2025-10-09 07:04:03.108,48.2170483,17.0322183,37.72893218994141,-100.0,-11.0,2893865.0,4G,LTE,-89.0,231-01-21006-2893865,87322.0,1.0,False,50,2,Bratislava,868.1673981462253,1,750.0,b2,0
ID-1759986244109-015,session-245072ed,2025-10-09 07:04:04.110,48.2169617,17.0322883,38.1884765625,-100.0,-11.0,2893865.0,4G,LTE,-89.0,231-01-21006-2893865,88323.0,1.0,False,65,2,Bratislava,857.026724399186,1,750.0,b2,0
ID-1759986245111-016,session-245072ed,2025-10-09 07:04:05.111,48.21688,17.032365,37.73449058532715,-100.0,-11.0,2893865.0,4G,LTE,-89.0,231-01-21006-2893865,89325.0,1.0,False,65,2,Bratislava,846.3449102357839,1,750.0,b2,0
ID-1759986246113-017,session-245072ed,2025-10-09 07:04:06.113,48.216795,17.0324317,38.27000885009766,-100.0,-11.0,2893865.0,4G,LTE,-89.0,231-01-21006-2893865,90327.0,1.0,False,48,2,Bratislava,835.6741849416487,1,750.0,b2,0
ID-1759986247114-018,session-245072ed,2025-10-09 07:04:07.115,48.2167133,17.0324917,37.11744346618652,-100.0,-11.0,2893865.0,4G,LTE,-89.0,231-01-21006-2893865,91328.0,1.0,False,51,2,Bratislava,825.5659604320118,1,750.0,b2,0
ID-1759986248116-019,session-245072ed,2025-10-09 07:04:08.116,48.216635,17.0325533,35.28853225708008,-100.0,-11.0,2893865.0,4G,LTE,-89.0,231-01-21006-2893865,92330.0,1.0,False,48,2,Bratislava,815.7377204864433,1,750.0,b2,0
ID-1759986249117-020,session-245072ed,2025-10-09 07:04:09.118,48.2165617,17.03261,33.932136154174806,-100.0,-11.0,2893865.0,4G,LTE,-89.0,231-01-21006-2893865,93332.0,1.0,False,32,2,Bratislava,806.5432295495813,1,750.0,b2,0
ID-1759986250119-021,session-245072ed,2025-10-09 07:04:10.120,48.2164867,17.0326567,32.74806747436524,-100.0,-11.0,2893865.0,4G,LTE,-89.0,231-01-21006-2893865,94333.0,1.0,False,53,2,Bratislava,797.550081367452,1,750.0,b2,0
ID-1759986251121-022,session-245072ed,2025-10-09 07:04:11.121,48.2164183,17.03271,31.517677688598635,-100.0,-11.0,2893865.0,4G,LTE,-89.0,231-01-21006-2893865,95335.0,1.0,False,51,2,Bratislava,788.9820063046541,1,750.0,b2,0
ID-1759986252123-023,session-245072ed,2025-10-09 07:04:12.124,48.216355,17.0327617,28.92532997131348,-100.0,-11.0,2893865.0,4G,LTE,-89.0,231-01-21006-2893865,96337.0,1.0,False,42,2,Bratislava,780.5076402358569,1,750.0,b2,0
ID-1759986253125-024,session-245072ed,2025-10-09 07:04:13.125,48.216295,17.0328067,26.09209327697754,-100.0,-11.0,2893865.0,4G,LTE,-89.0,231-01-21006-2893865,97339.0,1.0,False,50,2,Bratislava,773.0527729914388,1,750.0,b2,0
ID-1759986254126-025,session-245072ed,2025-10-09 07:04:14.126,48.2162417,17.0328467,21.520742225646973,-100.0,-11.0,2893865.0,4G,LTE,-89.0,231-01-21006-2893865,98340.0,1.0,False,58,2,Bratislava,766.4295788391277,1,750.0,b2,0
ID-1759986255128-026,session-245072ed,2025-10-09 07:04:15.128,48.2162017,17.0328817,16.671440505981447,-100.0,-11.0,2893865.0,4G,LTE,-89.0,231-01-21006-2893865,99342.0,1.0,False,42,2,Bratislava,761.179746705191,1,750.0,b2,0
ID-1759986256129-027,session-245072ed,2025-10-09 07:04:16.130,48.21617,17.0329083,12.958028984069824,-92.0,-12.0,2893865.0,4G,LTE,-81.0,231-01-21006-2893865,100344.0,1.0,False,33,2,Bratislava,757.1556850736202,1,750.0,b2,0
ID-1759986257131-028,session-245072ed,2025-10-09 07:04:17.131,48.216145,17.0329267,9.739367866516114,-92.0,-12.0,2893865.0,4G,LTE,-81.0,231-01-21006-2893865,101345.0,1.0,False,43,2,Bratislava,754.0612962574961,1,750.0,b2,0
ID-1759986258133-029,session-245072ed,2025-10-09 07:04:18.133,48.2161233,17.0329383,9.439181900024414,-92.0,-12.0,2893865.0,4G,LTE,-81.0,231-01-21006-2893865,102347.0,1.0,False,33,2,Bratislava,751.5095953066051,1,750.0,b2,0
ID-1759986259134-030,session-245072ed,2025-10-09 07:04:19.134,48.216105,17.0329533,7.9771651268005375,-92.0,-12.0,2893865.0,4G,LTE,-81.0,231-01-21006-2893865,103348.0,1.0,False,46,2,Bratislava,749.1974833987584,1,750.0,b2,0
ID-1759986260135-031,session-245072ed,2025-10-09 07:04:20.136,48.21609,17.0329633,6.698595142364503,-92.0,-12.0,2893865.0,4G,LTE,-81.0,231-01-21006-2893865,104349.0,1.0,False,60,2,Bratislava,747.3727858892574,1,750.0,b2,0
ID-1759986261137-032,session-245072ed,2025-10-09 07:04:21.137,48.2160767,17.032975,4.676972150802612,-92.0,-12.0,2893865.0,4G,LTE,-81.0,231-01-21006-2893865,105351.0,1.0,False,66,2,Bratislava,745.6678829017751,1,750.0,b2,0
ID-1759986262139-033,session-245072ed,2025-10-09 07:04:22.140,48.21607,17.032985,0.0,-93.0,-11.0,2893865.0,4G,LTE,-81.0,231-01-21006-2893865,106354.0,1.0,False,48,2,Bratislava,744.682936620728,1,750.0,b2,0
ID-1759986263144-034,session-245072ed,2025-10-09 07:04:23.144,48.2160633,17.03299,0.0,-93.0,-11.0,2893865.0,4G,LTE,-81.0,231-01-21006-2893865,107358.0,1.0,False,45,2,Bratislava,743.8515277430818,1,750.0,b2,0
ID-1759986264148-035,session-245072ed,2025-10-09 07:04:24.149,48.2160633,17.03299,0.0,-93.0,-11.0,2893865.0,4G,LTE,-81.0,231-01-21006-2893865,108363.0,1.0,False,49,2,Bratislava,743.8515277430818,1,750.0,b2,0
ID-1759986265154-036,session-245072ed,2025-10-09 07:04:25.154,48.2160633,17.03299,0.0,-93.0,-11.0,2893865.0,4G,LTE,-81.0,231-01-21006-2893865,109368.0,1.0,False,56,2,Bratislava,743.8515277430818,1,750.0,b2,0
ID-1759986266157-037,session-245072ed,2025-10-09 07:04:26.157,48.2160633,17.03299,0.0,-93.0,-11.0,2893865.0,4G,LTE,-81.0,231-01-21006-2893865,110371.0,1.0,False,53,2,Bratislava,743.8515277430818,1,750.0,b2,0
ID-1759986267160-038,session-245072ed,2025-10-09 07:04:27.161,48.2160633,17.03299,0.0,-93.0,-11.0,2893865.0,4G,LTE,-81.0,231-01-21006-2893865,111374.0,1.0,False,69,2,Bratislava,743.8515277430818,1,750.0,b2,0
ID-1759986268164-039,session-245072ed,2025-10-09 07:04:28.165,48.2160633,17.03299,0.0,-94.0,-10.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,112379.0,1.0,False,50,2,Bratislava,743.8515277430818,1,750.0,b2,0
ID-1759986269169-040,session-245072ed,2025-10-09 07:04:29.170,48.2160633,17.03299,0.0,-94.0,-10.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,113384.0,1.0,False,56,2,Bratislava,743.8515277430818,1,750.0,b2,0
ID-1759986270175-041,session-245072ed,2025-10-09 07:04:30.176,48.2160633,17.03299,0.0,-94.0,-10.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,114390.0,1.0,False,50,2,Bratislava,743.8515277430818,1,750.0,b2,0
ID-1759986271180-042,session-245072ed,2025-10-09 07:04:31.181,48.2160633,17.03299,0.0,-94.0,-10.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,115395.0,1.0,False,44,2,Bratislava,743.8515277430818,1,750.0,b2,0
ID-1759986272185-043,session-245072ed,2025-10-09 07:04:32.186,48.2160633,17.03299,0.0,-94.0,-10.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,116399.0,1.0,False,42,2,Bratislava,743.8515277430818,1,750.0,b2,0
ID-1759986273190-044,session-245072ed,2025-10-09 07:04:33.191,48.2160633,17.03299,0.0,-94.0,-10.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,117405.0,1.0,False,73,2,Bratislava,743.8515277430818,1,750.0,b2,0
ID-1759986274195-045,session-245072ed,2025-10-09 07:04:34.196,48.2160633,17.03299,0.0,-94.0,-10.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,118410.0,1.0,False,62,2,Bratislava,743.8515277430818,1,750.0,b2,0
ID-1759986275200-046,session-245072ed,2025-10-09 07:04:35.201,48.2160633,17.03299,0.0,-94.0,-9.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,119415.0,1.0,False,34,2,Bratislava,743.8515277430818,1,750.0,b2,0
ID-1759986276206-047,session-245072ed,2025-10-09 07:04:36.207,48.2160633,17.03299,0.0,-94.0,-9.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,120420.0,1.0,False,63,2,Bratislava,743.8515277430818,1,750.0,b2,0
ID-1759986277211-048,session-245072ed,2025-10-09 07:04:37.212,48.2160633,17.03299,0.0,-94.0,-9.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,121426.0,1.0,False,56,2,Bratislava,743.8515277430818,1,750.0,b2,0
ID-1759986278217-049,session-245072ed,2025-10-09 07:04:38.218,48.2160633,17.03299,0.0,-94.0,-9.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,122432.0,1.0,False,67,2,Bratislava,743.8515277430818,1,750.0,b2,0
ID-1759986279223-050,session-245072ed,2025-10-09 07:04:39.224,48.2160633,17.03299,0.0,-94.0,-9.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,123437.0,1.0,False,46,2,Bratislava,743.8515277430818,1,750.0,b2,0
ID-1759986280229-051,session-245072ed,2025-10-09 07:04:40.229,48.2160633,17.03299,0.0,-94.0,-9.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,124443.0,1.0,False,91,2,Bratislava,743.8515277430818,1,750.0,b2,0
ID-1759986281234-052,session-245072ed,2025-10-09 07:04:41.235,48.2160633,17.03299,0.0,-94.0,-10.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,125448.0,1.0,False,42,2,Bratislava,743.8515277430818,1,750.0,b2,0
ID-1759986282240-053,session-245072ed,2025-10-09 07:04:42.241,48.2160633,17.03299,0.0,-94.0,-10.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,126455.0,1.0,False,67,2,Bratislava,743.8515277430818,1,750.0,b2,0
ID-1759986283245-054,session-245072ed,2025-10-09 07:04:43.246,48.2160633,17.03299,0.0,-94.0,-10.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,127460.0,1.0,False,47,2,Bratislava,743.8515277430818,1,750.0,b2,0
ID-1759986284251-055,session-245072ed,2025-10-09 07:04:44.251,48.2160633,17.03299,0.0,-94.0,-10.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,128465.0,1.0,False,47,2,Bratislava,743.8515277430818,1,750.0,b2,0
ID-1759986285256-056,session-245072ed,2025-10-09 07:04:45.257,48.2160633,17.03299,0.0,-94.0,-10.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,129470.0,1.0,False,53,2,Bratislava,743.8515277430818,1,750.0,b2,0
ID-1759986286261-057,session-245072ed,2025-10-09 07:04:46.262,48.2160167,17.0330217,9.765310192108156,-94.0,-10.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,130476.0,1.0,False,67,2,Bratislava,738.3819560534979,1,750.0,b2,0
ID-1759986287266-058,session-245072ed,2025-10-09 07:04:47.267,48.2159933,17.033035,9.626334857940677,-98.0,-10.0,2893865.0,4G,LTE,-87.0,231-01-21006-2893865,131480.0,1.0,False,44,2,Bratislava,735.8894445080666,1,750.0,b2,0
ID-1759986288271-059,session-245072ed,2025-10-09 07:04:48.272,48.2159717,17.0330483,8.288468742370606,-98.0,-10.0,2893865.0,4G,LTE,-87.0,231-01-21006-2893865,132485.0,1.0,False,74,2,Bratislava,733.3046230422023,1,750.0,b2,0
ID-1759986289276-060,session-245072ed,2025-10-09 07:04:49.277,48.21595,17.03306,7.886368274688721,-98.0,-10.0,2893865.0,4G,LTE,-87.0,231-01-21006-2893865,133491.0,1.0,False,57,2,Bratislava,730.7647097605366,1,750.0,b2,0
ID-1759986290281-061,session-245072ed,2025-10-09 07:04:50.282,48.2159317,17.03307,8.403354835510255,-98.0,-10.0,2893865.0,4G,LTE,-87.0,231-01-21006-2893865,134496.0,1.0,False,36,2,Bratislava,728.6181965583406,1,750.0,b2,0
ID-1759986291286-062,session-245072ed,2025-10-09 07:04:51.287,48.215915,17.0330883,6.932073068618775,-98.0,-10.0,2893865.0,4G,LTE,-87.0,231-01-21006-2893865,135501.0,1.0,False,35,2,Bratislava,726.3453238095451,1,750.0,b2,0
ID-1759986292291-063,session-245072ed,2025-10-09 07:04:52.292,48.2158967,17.0331033,6.813480806350708,-98.0,-10.0,2893865.0,4G,LTE,-87.0,231-01-21006-2893865,136506.0,1.0,False,43,2,Bratislava,724.0276628071329,1,750.0,b2,0
ID-1759986293297-064,session-245072ed,2025-10-09 07:04:53.298,48.215895,17.033105,5.727623033523559,-93.0,-9.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,137511.0,1.0,False,60,2,Bratislava,723.8018676417784,1,750.0,b2,0
ID-1759986294302-065,session-245072ed,2025-10-09 07:04:54.303,48.215885,17.0331117,4.56579179763794,-93.0,-9.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,138517.0,1.0,False,64,2,Bratislava,722.5866183316472,1,750.0,b2,0
ID-1759986295308-066,session-245072ed,2025-10-09 07:04:55.309,48.2158817,17.033115,0.0,-93.0,-9.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,139522.0,1.0,False,98,2,Bratislava,722.1483100679791,1,750.0,b2,0
ID-1759986296313-067,session-245072ed,2025-10-09 07:04:56.314,48.2158817,17.033115,0.0,-93.0,-9.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,140528.0,1.0,False,40,2,Bratislava,722.1483100679791,1,750.0,b2,0
ID-1759986297318-068,session-245072ed,2025-10-09 07:04:57.319,48.21588,17.0331167,0.0,-93.0,-9.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,141533.0,1.0,False,59,2,Bratislava,721.9225149018883,1,750.0,b2,0
ID-1759986298324-069,session-245072ed,2025-10-09 07:04:58.324,48.21588,17.0331167,0.0,-93.0,-9.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,142538.0,1.0,False,61,2,Bratislava,721.9225149018883,1,750.0,b2,0
ID-1759986299328-070,session-245072ed,2025-10-09 07:04:59.328,48.21588,17.0331167,0.0,-94.0,-10.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,143542.0,1.0,False,63,2,Bratislava,721.9225149018883,1,750.0,b2,0
ID-1759986300331-071,session-245072ed,2025-10-09 07:05:00.331,48.21588,17.0331167,0.0,-94.0,-10.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,144545.0,1.0,False,60,2,Bratislava,721.9225149018883,1,750.0,b2,0
ID-1759986301335-072,session-245072ed,2025-10-09 07:05:01.336,48.21588,17.0331167,0.0,-94.0,-10.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,145549.0,1.0,False,56,2,Bratislava,721.9225149018883,1,750.0,b2,0
ID-1759986302341-073,session-245072ed,2025-10-09 07:05:02.341,48.21588,17.0331167,0.0,-94.0,-10.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,146555.0,1.0,False,52,2,Bratislava,721.9225149018883,1,750.0,b2,0
ID-1759986303346-074,session-245072ed,2025-10-09 07:05:03.347,48.21588,17.0331167,0.0,-94.0,-10.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,147561.0,1.0,False,68,2,Bratislava,721.9225149018883,1,750.0,b2,0
ID-1759986304352-075,session-245072ed,2025-10-09 07:05:04.353,48.21588,17.0331167,0.0,-94.0,-10.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,148566.0,1.0,False,55,2,Bratislava,721.9225149018883,1,750.0,b2,0
ID-1759986305358-076,session-245072ed,2025-10-09 07:05:05.359,48.2158567,17.0331383,0.0,-94.0,-10.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,149573.0,1.0,False,49,2,Bratislava,718.8859831750334,1,750.0,b2,0
ID-1759986306364-077,session-245072ed,2025-10-09 07:05:06.364,48.2158467,17.0331517,0.0,-94.0,-10.0,2893865.0,4G,LTE,-85.0,231-01-21006-2893865,150578.0,1.0,False,71,2,Bratislava,717.4413958127104,1,750.0,b2,0
ID-1759986307368-078,session-245072ed,2025-10-09 07:05:07.368,48.215835,17.03316,5.110574197769165,-92.0,-10.0,2893865.0,4G,LTE,-83.0,231-01-21006-2893865,151582.0,1.0,False,68,2,Bratislava,716.0037742926353,1,750.0,b2,0
ID-1759986308373-079,session-245072ed,2025-10-09 07:05:08.374,48.2158217,17.0331717,5.840656042098999,-92.0,-10.0,2893865.0,4G,LTE,-83.0,231-01-21006-2893865,152587.0,1.0,False,63,2,Bratislava,714.2920264678966,1,750.0,b2,0
ID-1759986309377-080,session-245072ed,2025-10-09 07:05:09.378,48.21581,17.0331817,4.908596992492676,-92.0,-10.0,2893865.0,4G,LTE,-83.0,231-01-21006-2893865,153592.0,1.0,False,56,2,Bratislava,712.7881233300947,1,750.0,b2,0
ID-1759986310382-081,session-245072ed,2025-10-09 07:05:10.383,48.2157967,17.0331917,6.3724668502807615,-92.0,-10.0,2893865.0,4G,LTE,-83.0,231-01-21006-2893865,154597.0,1.0,False,54,2,Bratislava,711.1345569013218,1,750.0,b2,0
ID-1759986311387-082,session-245072ed,2025-10-09 07:05:11.388,48.21578,17.033205,7.549122333526611,-92.0,-10.0,2893865.0,4G,LTE,-83.0,231-01-21006-2893865,155602.0,1.0,False,59,2,Bratislava,709.0328366463526,1,750.0,b2,0
ID-1759986312393-083,session-245072ed,2025-10-09 07:05:12.394,48.2157567,17.0332067,8.4126202583313,-92.0,-10.0,2893865.0,4G,LTE,-83.0,231-01-21006-2893865,156607.0,1.0,False,37,2,Bratislava,706.6771212611427,1,750.0,b2,0
ID-1759986313398-084,session-245072ed,2025-10-09 07:05:13.399,48.215735,17.03322,9.592981052398684,-91.0,-10.0,2893865.0,4G,LTE,-81.0,231-01-21006-2893865,157613.0,1.0,False,45,2,Bratislava,704.0823621040695,1,750.0,b2,0
ID-1759986314404-085,session-245072ed,2025-10-09 07:05:14.404,48.2157067,17.0332417,10.982730960845949,-91.0,-10.0,2893865.0,4G,LTE,-81.0,231-01-21006-2893865,158618.0,1.0,False,66,2,Bratislava,700.5494419183478,1,750.0,b2,0
ID-1759986315409-086,session-245072ed,2025-10-09 07:05:15.410,48.21568,17.03327,12.029675674438478,-91.0,-10.0,2893865.0,4G,LTE,-81.0,231-01-21006-2893865,159623.0,1.0,False,45,2,Bratislava,696.9485194352009,1,750.0,b2,0
ID-1759986316414-087,session-245072ed,2025-10-09 07:05:16.415,48.215645,17.033295,13.925295352935793,-91.0,-10.0,2893865.0,4G,LTE,-81.0,231-01-21006-2893865,160628.0,1.0,False,51,2,Bratislava,692.6420397479238,1,750.0,b2,0
ID-1759986317419-088,session-245072ed,2025-10-09 07:05:17.420,48.2156117,17.03332,14.256982040405276,-91.0,-10.0,2893865.0,4G,LTE,-81.0,231-01-21006-2893865,161633.0,1.0,False,41,2,Bratislava,688.7173918361628,1,750.0,b2,0
ID-1759986318424-089,session-245072ed,2025-10-09 07:05:18.425,48.21558,17.0333517,15.863533401489258,-91.0,-10.0,2893865.0,4G,LTE,-81.0,231-01-21006-2893865,162638.0,1.0,False,49,2,Bratislava,684.4986310322196,1,750.0,b2,0
ID-1759986319429-090,session-245072ed,2025-10-09 07:05:19.430,48.2155417,17.033385,17.503438568115236,-87.0,-9.0,2893865.0,4G,LTE,-77.0,231-01-21006-2893865,163643.0,1.0,False,71,2,Bratislava,679.5793517899677,1,750.0,b2,0
ID-1759986320434-091,session-245072ed,2025-10-09 07:05:20.435,48.2155,17.0334183,20.184729194641115,-87.0,-9.0,2893865.0,4G,LTE,-77.0,231-01-21006-2893865,164649.0,1.0,False,48,2,Bratislava,674.3285153342152,1,750.0,b2,0
ID-1759986321440-092,session-245072ed,2025-10-09 07:05:21.440,48.21545,17.0334483,21.279851531982423,-87.0,-9.0,2893865.0,4G,LTE,-77.0,231-01-21006-2893865,165654.0,1.0,False,67,2,Bratislava,668.3856606700867,1,750.0,b2,0
ID-1759986322445-093,session-245072ed,2025-10-09 07:05:22.446,48.2154,17.0334833,20.63500728607178,-87.0,-9.0,2893865.0,4G,LTE,-77.0,231-01-21006-2893865,166659.0,1.0,False,47,2,Bratislava,661.9622167480557,1,750.0,b2,0
ID-1759986323451-094,session-245072ed,2025-10-09 07:05:23.452,48.21535,17.0335233,21.51332988739014,-87.0,-9.0,2893865.0,4G,LTE,-77.0,231-01-21006-2893865,167665.0,1.0,False,63,2,Bratislava,655.6639102746735,1,750.0,b2,0
ID-1759986324456-095,session-245072ed,2025-10-09 07:05:24.457,48.2153,17.0335633,23.14211654663086,-87.0,-9.0,2893865.0,4G,LTE,-77.0,231-01-21006-2893865,168670.0,1.0,False,52,2,Bratislava,649.3656038011836,1,750.0,b2,0
ID-1759986325462-096,session-245072ed,2025-10-09 07:05:25.463,48.2152467,17.033605,23.518276405334472,-87.0,-9.0,2893865.0,4G,LTE,-77.0,231-01-21006-2893865,169677.0,1.0,False,65,2,Bratislava,642.6834182234139,1,750.0,b2,0
ID-1759986326467-097,session-245072ed,2025-10-09 07:05:26.468,48.2151917,17.033645,23.968554496765137,-87.0,-9.0,2893865.0,4G,LTE,-77.0,231-01-21006-2893865,170682.0,1.0,False,50,2,Bratislava,635.6456269598754,1,750.0,b2,0
ID-1759986327472-098,session-245072ed,2025-10-09 07:05:27.473,48.2151367,17.0336833,24.044528388977053,-87.0,-9.0,2893865.0,4G,LTE,-77.0,231-01-21006-2893865,171687.0,1.0,False,46,2,Bratislava,628.9060221738572,1,750.0,b2,0
ID-1759986328477-099,session-245072ed,2025-10-09 07:05:28.478,48.215085,17.0337233,24.874672508239748,-87.0,-9.0,2893865.0,4G,LTE,-77.0,231-01-21006-2893865,172692.0,1.0,False,40,2,Bratislava,622.4412066299474,1,750.0,b2,0
ID-1759986329482-100,session-245072ed,2025-10-09 07:05:29.483,48.21503,17.0337617,25.68999195098877,-87.0,-9.0,2893865.0,4G,LTE,-77.0,231-01-21006-2893865,173697.0,1.0,False,57,2,Bratislava,615.6983605464005,1,750.0,b2,0
ID-1759986330488-101,session-245072ed,2025-10-09 07:05:30.489,48.21497,17.0337983,27.370663261413576,-87.0,-9.0,2893865.0,4G,LTE,-77.0,231-01-21006-2893865,174703.0,1.0,False,49,2,Bratislava,608.4734794727817,1,750.0,b2,0
ID-1759986331494-102,session-245072ed,2025-10-09 07:05:31.495,48.214905,17.033845,28.76041316986084,-87.0,-9.0,2893865.0,4G,LTE,-77.0,231-01-21006-2893865,175708.0,1.0,False,53,2,Bratislava,600.4617975968877,1,750.0,b2,0
ID-1759986332499-103,session-245072ed,2025-10-09 07:05:32.500,48.2148367,17.0338917,29.19957275390625,-87.0,-9.0,2893865.0,4G,LTE,-77.0,231-01-21006-2893865,176714.0,1.0,False,63,2,Bratislava,592.1197353483469,1,750.0,b2,0
ID-1759986333504-104,session-245072ed,2025-10-09 07:05:33.505,48.214765,17.03394,29.99821701049805,-87.0,-9.0,2893865.0,4G,LTE,-77.0,231-01-21006-2893865,177719.0,1.0,False,74,2,Bratislava,583.3494842053515,1,750.0,b2,0
ID-1759986334510-105,session-245072ed,2025-10-09 07:05:34.511,48.2146983,17.0339933,29.579438781738283,-87.0,-9.0,2893865.0,4G,LTE,-77.0,231-01-21006-2893865,178724.0,1.0,False,49,2,Bratislava,574.9558936326193,1,750.0,b2,0
ID-1759986335515-106,session-245072ed,2025-10-09 07:05:35.516,48.2146333,17.03404,29.212543487548828,-87.0,-9.0,2893865.0,4G,LTE,-77.0,231-01-21006-2893865,179729.0,1.0,False,51,2,Bratislava,566.9441535404927,1,750.0,b2,0
ID-1759986336520-107,session-245072ed,2025-10-09 07:05:36.521,48.214565,17.03409,29.53681869506836,-87.0,-9.0,2893865.0,4G,LTE,-77.0,231-01-21006-2893865,180735.0,1.0,False,53,2,Bratislava,558.5844149725102,1,750.0,b2,0
ID-1759986337526-108,session-245072ed,2025-10-09 07:05:37.527,48.2144967,17.03414,29.503464889526366,-87.0,-9.0,2893865.0,4G,LTE,-77.0,231-01-21006-2893865,181741.0,1.0,False,57,2,Bratislava,550.1360349431166,1,750.0,b2,0
ID-1759986338532-109,session-245072ed,2025-10-09 07:05:38.533,48.21443,17.0341867,29.17548522949219,-87.0,-9.0,2893865.0,4G,LTE,-77.0,231-01-21006-2893865,182746.0,1.0,False,42,2,Bratislava,541.9548879734301,1,750.0,b2,0
ID-1759986339537-110,session-245072ed,2025-10-09 07:05:39.538,48.2143633,17.0342333,30.05380783081055,-87.0,-9.0,2893865.0,4G,LTE,-77.0,231-01-21006-2893865,183751.0,1.0,False,47,2,Bratislava,533.6181257650588,1,750.0,b2,0
